polygon1_name,polygon2_name,mean_colocation
Trafford,Oldham,1.965405326290609e-5
Trafford,Warrington,1.923571749042124e-5
Trafford,Rochdale,1.6292512975065504e-5
Trafford,Bolton,1.596266439106528e-5
Trafford,Wigan,1.362226185482256e-5
Vale of Glamorgan,Cardiff,1.5114767565519027e-4
Vale of Glamorgan,Bridgend,4.8451638282653484e-5
Vale of Glamorgan,"Rhondda, Cynon, Taff",3.419835233783517e-5
Vale of Glamorgan,Caerphilly,2.8088825652206844e-5
Vale of Glamorgan,Newport,2.061748173471675e-5
Vale of Glamorgan,Merthyr Tydfil,1.9100795498856593e-5
Vale of Glamorgan,Torfaen,1.2912179046535908e-5
Vale of Glamorgan,Neath Port Talbot,1.197873826322054e-5
Vale of Glamorgan,Swansea,7.574750784531993e-6
Vale of Glamorgan,Monmouthshire,7.21266476407569e-6
Wakefield,Leeds,3.345992151147588e-5
Wakefield,Barnsley,2.467310836888483e-5
Wakefield,Kirklees,2.461367599110765e-5
Wakefield,Doncaster,1.0945917263278487e-5
Wakefield,Bradford,9.448819370928867e-6
Wakefield,North Yorkshire,8.755364734853526e-6
Wakefield,Calderdale,7.511083840066447e-6
Wakefield,York,6.273440174952384e-6
Wakefield,Rotherham,4.225886389456205e-6
Wakefield,Sheffield,4.151239592571424e-6
Walsall,Wolverhampton,6.028908378590501e-5
Walsall,Sandwell,4.5838586752061045e-5
Walsall,Birmingham,2.351101714413605e-5
Walsall,Staffordshire,1.8143480587052063e-5
Walsall,Dudley,1.7859471159922705e-5
Walsall,Solihull,9.540644665210588e-6
Walsall,Telford and Wrekin,5.318214344052416e-6
Walsall,Coventry,3.9563827948781275e-6
Walsall,Worcestershire,3.450855627023172e-6
Walsall,Warwickshire,3.138516540913064e-6
Warrington,Halton,6.953064390425706e-5
Warrington,Saint Helens,5.702296494210324e-5
Warrington,Wigan,2.3594491895661774e-5
Warrington,Knowsley,2.2896849652742398e-5
Warrington,Trafford,1.923571749042124e-5
Warrington,Salford,1.822085543578822e-5
Warrington,Cheshire West and Chester,1.3485396763032306e-5
Warrington,Manchester,1.34069226956809e-5
Warrington,Aberdeen,8.69205706500068e-6
Warrington,Sefton,7.43722291379665e-6
Warwickshire,Coventry,6.797225081922709e-5
Warwickshire,Solihull,1.6474794685172334e-5
Warwickshire,Birmingham,1.0410944838408184e-5
Warwickshire,Leicestershire,1.0272802017603733e-5
Warwickshire,Worcestershire,7.163080476755284e-6
Warwickshire,Staffordshire,5.658790443157976e-6
Warwickshire,Leicester,5.5534497695104395e-6
Warwickshire,Northamptonshire,5.259604282426201e-6
Warwickshire,Sandwell,3.752571896950781e-6
Warwickshire,Oxfordshire,3.535621438772531e-6
West Berkshire,Reading,1.4840146281381285e-4
West Berkshire,Wokingham,4.396886200827048e-5
West Berkshire,Bracknell Forest,1.4688539778277848e-5
West Berkshire,Swindon,1.30359102492433e-5
West Berkshire,Hampshire,1.0716241052279724e-5
West Berkshire,Windsor and Maidenhead,9.373504661461866e-6
West Berkshire,Oxfordshire,8.66424616801406e-6
West Berkshire,Slough,7.472489610236774e-6
West Berkshire,Wiltshire,4.572457627892575e-6
West Berkshire,Southampton,3.882133461446069e-6
West Dunbartonshire,Glasgow,7.658984885681231e-5
West Dunbartonshire,East Dunbartonshire,5.760723145231419e-5
West Dunbartonshire,Renfrewshire,5.055905642899153e-5
West Dunbartonshire,East Renfrewshire,4.5760254446212265e-05
West Dunbartonshire,Argyll and Bute,4.252275404278891e-5
West Dunbartonshire,Inverclyde,2.5139745313066768e-5
West Dunbartonshire,South Lanarkshire,2.378342679405473e-5
West Dunbartonshire,North Lanarkshire,1.75574454401777e-5
West Dunbartonshire,North Ayrshire,1.3625785797326646e-5
West Dunbartonshire,Stirling,1.1834234099216161e-5
West Lothian,Edinburgh,5.375393414302454e-5
West Lothian,Falkirk,2.8499345485037462e-5
West Lothian,Midlothian,2.3966034042926258e-5
West Lothian,East Lothian,1.6634166097481357e-5
West Lothian,North Lanarkshire,1.5166501816410198e-5
West Lothian,Fife,1.0698874601502823e-5
West Lothian,South Lanarkshire,9.826660623932286e-6
West Lothian,Stirling,9.29324032281122e-6
West Lothian,East Renfrewshire,8.943133426359028e-6
West Lothian,Glasgow,8.850707230378507e-6
West Sussex,Brighton and Hove,6.0663792831815904e-5
West Sussex,Portsmouth,1.2699587402800713e-5
West Sussex,Surrey,1.1235842232633533e-5
West Sussex,East Sussex,9.125472003216346e-6
West Sussex,Hampshire,3.5864824707557385e-6
West Sussex,Southampton,2.4584843617292405e-6
West Sussex,Greater London,2.210357320853822e-6
West Sussex,Kent,1.4320991477693007e-6
West Sussex,Medway,1.2145612468688294e-6
West Sussex,Bournemouth,1.1625501212317964e-6
Wigan,Bolton,3.912720266794649e-5
Wigan,Saint Helens,3.219545171382463e-5
Wigan,Salford,2.8680951686075252e-5
Wigan,Warrington,2.3594491895661774e-5
Wigan,Manchester,1.4367019733535704e-5
Wigan,Trafford,1.362226185482256e-5
Wigan,Bury,1.0868150641481451e-5
Wigan,Knowsley,9.74057175011062e-6
Wigan,Lancashire,8.179490876318442e-6
Wigan,Halton,6.918326779741311e-6
Wiltshire,Swindon,3.716284344884097e-5
Wiltshire,Bath and North East Somerset,3.626830470437909e-5
Wiltshire,Bristol,7.923203053803494e-6
Wiltshire,South Gloucestershire,7.529495607635444e-6
Wiltshire,Southampton,6.394417658655409e-6
Wiltshire,Dorset,5.398596780457057e-6
Wiltshire,Somerset,5.057703470145623e-6
Wiltshire,Hampshire,4.6975095153979e-6
Wiltshire,West Berkshire,4.572457627892575e-6
Wiltshire,Bournemouth,3.5896433272291106e-6
Windsor and Maidenhead,Slough,1.5827513907886676e-4
Windsor and Maidenhead,Bracknell Forest,4.695294782754114e-5
Windsor and Maidenhead,Wokingham,3.421475753280521e-5
Windsor and Maidenhead,Reading,3.363442092641674e-5
Windsor and Maidenhead,Buckinghamshire,2.8119889666177615e-5
Windsor and Maidenhead,Surrey,9.523242395417137e-6
Windsor and Maidenhead,West Berkshire,9.373504661461866e-6
Windsor and Maidenhead,Greater London,4.6425989200410435e-6
Windsor and Maidenhead,Oxfordshire,4.085063919076958e-6
Windsor and Maidenhead,Hampshire,2.6567729065855097e-6
Wirral,Cheshire West and Chester,2.9838059317370814e-5
Wirral,Aberdeen,2.5249322785700263e-5
Wirral,Sefton,2.4026728926612406e-5
Wirral,Knowsley,2.2544003140078797e-5
Wirral,Flintshire,1.4474500232127206e-5
Wirral,Halton,8.801151586929147e-6
Wirral,Saint Helens,7.584454307683457e-6
Wirral,Wrexham,6.523128664827094e-6
Wirral,Warrington,5.2492235815576505e-06
Wirral,Denbighshire,3.662341456556832e-6
Wokingham,Reading,2.486824210194706e-4
Wokingham,Bracknell Forest,8.989327842084863e-5
Wokingham,West Berkshire,4.396886200827048e-5
Wokingham,Windsor and Maidenhead,3.421475753280521e-5
Wokingham,Slough,1.9468852321686496e-5
Wokingham,Hampshire,6.906070174691825e-6
Wokingham,Oxfordshire,6.534996391426846e-6
Wokingham,Buckinghamshire,5.661546258562677e-6
Wokingham,Surrey,5.33579440405347e-6
Wokingham,Greater London,2.7950180021120788e-6
Wolverhampton,Walsall,6.028908378590501e-5
Wolverhampton,Dudley,4.2374656422193055e-5
Wolverhampton,Sandwell,3.5454976812430065e-5
Wolverhampton,Staffordshire,2.2237293414857075e-5
Wolverhampton,Telford and Wrekin,1.98957081642015e-5
Wolverhampton,Birmingham,1.4486952797291448e-5
Wolverhampton,Shropshire,9.509620385704426e-6
Wolverhampton,Solihull,6.991620912633168e-6
Wolverhampton,Worcestershire,4.147962171024478e-6
Wolverhampton,Coventry,3.219264618368329e-6
Worcestershire,Birmingham,1.5163707860085912e-5
Worcestershire,Dudley,1.3923417594170722e-5
Worcestershire,Herefordshire,9.754370452701847e-6
Worcestershire,Solihull,9.074815900189902e-6
Worcestershire,Sandwell,8.807832011982367e-6
Worcestershire,Warwickshire,7.163080476755284e-6
Worcestershire,Gloucestershire,6.7335417695900705e-6
Worcestershire,Shropshire,4.52379875031809e-6
Worcestershire,Wolverhampton,4.147962171024478e-6
Worcestershire,Walsall,3.450855627023172e-6
Wrexham,Flintshire,6.063925374128778e-5
Wrexham,Denbighshire,4.2493986084031244e-5
Wrexham,Shropshire,2.2392051671428873e-5
Wrexham,Cheshire West and Chester,2.2036085890840827e-5
Wrexham,Conwy,7.623783857152083e-6
Wrexham,Wirral,6.523128664827094e-6
Wrexham,Gwynedd,5.303762665981853e-6
Wrexham,Powys,4.4404509003214535e-6
Wrexham,Halton,2.883567695994274e-6
Wrexham,Cheshire East,2.683183245328673e-6
York,North Yorkshire,3.967941314115243e-5
York,East Riding of Yorkshire,2.1893899893751854e-5
York,Leeds,1.3277749762147709e-5
York,Wakefield,6.273440174952384e-6
York,Kingston upon Hull,4.927176215654964e-6
York,Darlington,4.384625750586879e-6
York,Middlesbrough,4.054819244217948e-6
York,Kirklees,3.5287562536006463e-6
York,Doncaster,3.4990444614759267e-6
York,Redcar and Cleveland,3.1376925488596407e-6
