polygon1_name,polygon2_name,mean_colocation,release_date
Surrey,West Sussex,1.3332542839618449e-5,2020-11-03
Surrey,Slough,1.3327106206677218e-5,2020-11-03
Surrey,Hampshire,1.2907856574073214e-5,2020-11-03
Surrey,Windsor and Maidenhead,1.1039063456377467e-5,2020-11-03
Surrey,Greater London,9.060113500102073e-6,2020-11-03
Surrey,Wokingham,6.802848821957787e-6,2020-11-03
Surrey,Brighton and Hove,5.082339648563121e-6,2020-11-03
Surrey,Reading,4.47654340431463e-6,2020-11-03
Surrey,Portsmouth,3.095814918394671e-6,2020-11-03
Swansea,Neath Port Talbot,1.3891866412757775e-4,2020-11-03
Swansea,Carmarthenshire,7.100581609686586e-5,2020-11-03
Swansea,Bridgend,2.18470005193373e-5,2020-11-03
Swansea,Cardiff,7.223171921440007e-6,2020-11-03
Swansea,"Rhondda, Cynon, Taff",6.13734421689912e-6,2020-11-03
Swansea,Powys,5.527376220486132e-6,2020-11-03
Swansea,Ceredigion,5.211363092133151e-6,2020-11-03
Swansea,Merthyr Tydfil,4.786332906934258e-6,2020-11-03
Swansea,Vale of Glamorgan,4.708222798076573e-6,2020-11-03
Swansea,Newport,4.1740244895423005e-6,2020-11-03
Swindon,Wiltshire,4.984523501321655e-5,2020-11-03
Swindon,West Berkshire,1.5627588595619016e-5,2020-11-03
Swindon,Oxfordshire,1.3325209957793696e-5,2020-11-03
Swindon,Gloucestershire,1.1399354500058605e-5,2020-11-03
Swindon,Reading,9.921586645072996e-6,2020-11-03
Swindon,Bath and North East Somerset,7.804859814497478e-6,2020-11-03
Swindon,Bristol,7.166652254413865e-6,2020-11-03
Swindon,South Gloucestershire,5.908731726295726e-6,2020-11-03
Swindon,Wokingham,4.283806187113147e-6,2020-11-03
Swindon,North Somerset,4.03070926777761e-6,2020-11-03
Tameside,Oldham,6.92269741697856e-5,2020-11-03
Tameside,Manchester,6.89188615084185e-5,2020-11-03
Tameside,Stockport,6.580801420445087e-5,2020-11-03
Tameside,Salford,2.666039771784636e-5,2020-11-03
Tameside,Trafford,2.563401778067071e-5,2020-11-03
Tameside,Rochdale,2.3378896629233092e-5,2020-11-03
Tameside,Bury,1.730278356149415e-5,2020-11-03
Tameside,Derbyshire,8.178999379097175e-6,2020-11-03
Tameside,Bolton,8.082370144221007e-6,2020-11-03
Tameside,Wigan,5.6679340169058595e-6,2020-11-03
Telford and Wrekin,Shropshire,7.359678516556033e-5,2020-11-03
Telford and Wrekin,Wolverhampton,2.347684571002143e-5,2020-11-03
Telford and Wrekin,Powys,8.523532801238258e-6,2020-11-03
Telford and Wrekin,Staffordshire,7.854275215828784e-6,2020-11-03
Telford and Wrekin,Walsall,7.090471226668307e-6,2020-11-03
Telford and Wrekin,Dudley,6.415148831390325e-6,2020-11-03
Telford and Wrekin,Sandwell,5.898067209137133e-6,2020-11-03
Telford and Wrekin,Ceredigion,5.054446247546768e-6,2020-11-03
Telford and Wrekin,Birmingham,3.8439670864961404e-6,2020-11-03
Telford and Wrekin,Stoke-on-Trent,2.4910526561006207e-6,2020-11-03
Thurrock,Southend-on-Sea,3.80515312097577e-5,2020-11-03
Thurrock,Essex,3.1474726433742496e-5,2020-11-03
Thurrock,Greater London,1.8200768875486023e-5,2020-11-03
Thurrock,Medway,8.701141510109286e-6,2020-11-03
Thurrock,Kent,7.370755636637677e-6,2020-11-03
Thurrock,Hertfordshire,2.8924653824726684e-6,2020-11-03
Thurrock,Brighton and Hove,2.1648900831317457e-6,2020-11-03
Thurrock,Slough,1.916071172547708e-6,2020-11-03
Thurrock,Luton,1.8969233276269099e-6,2020-11-03
Thurrock,Suffolk,1.8178628547659225e-6,2020-11-03
Torbay,Devon,7.681660669992525e-5,2020-11-03
Torbay,Plymouth,2.5337878588786293e-5,2020-11-03
Torbay,South Gloucestershire,7.18863968566542e-6,2020-11-03
Torbay,Cornwall,5.5586688763626605e-6,2020-11-03
Torbay,Somerset,4.80287649674416e-6,2020-11-03
Torbay,Bristol,4.7662728627380025e-6,2020-11-03
Torbay,North Somerset,4.383334042413303e-6,2020-11-03
Torbay,Poole,3.939513346743845e-6,2020-11-03
Torbay,Bath and North East Somerset,3.8129607891286843e-6,2020-11-03
Torbay,Wiltshire,3.2890611794392995e-6,2020-11-03
Torfaen,Newport,1.4009463874697985e-4,2020-11-03
Torfaen,Monmouthshire,8.245795500343643e-5,2020-11-03
Torfaen,Blaenau Gwent,7.23967299632179e-5,2020-11-03
Torfaen,Caerphilly,4.095341977465665e-5,2020-11-03
Torfaen,Cardiff,2.349761189120109e-5,2020-11-03
Torfaen,Merthyr Tydfil,2.0842608605782878e-5,2020-11-03
Torfaen,"Rhondda, Cynon, Taff",9.04093569046835e-6,2020-11-03
Torfaen,Vale of Glamorgan,7.262412110580498e-6,2020-11-03
Torfaen,Bridgend,6.67232849899527e-6,2020-11-03
Torfaen,South Gloucestershire,3.8165761456605826e-6,2020-11-03
Trafford,Manchester,1.012782368118648e-4,2020-11-03
Trafford,Salford,7.333609424244293e-5,2020-11-03
Trafford,Stockport,3.46176947078743e-5,2020-11-03
Trafford,Tameside,2.563401778067071e-5,2020-11-03
Trafford,Bury,1.9968058615736684e-5,2020-11-03
Trafford,Rochdale,1.9373038970166472e-5,2020-11-03
Trafford,Oldham,1.8479491933437254e-5,2020-11-03
Trafford,Warrington,1.768212045023072e-5,2020-11-03
Trafford,Bolton,1.551368456383931e-5,2020-11-03
Trafford,Wigan,1.2558494956671893e-5,2020-11-03
Vale of Glamorgan,Cardiff,1.2176574029731188e-4,2020-11-03
Vale of Glamorgan,Bridgend,4.527170592083307e-5,2020-11-03
Vale of Glamorgan,"Rhondda, Cynon, Taff",3.048758433038509e-5,2020-11-03
Vale of Glamorgan,Caerphilly,2.1022272538078385e-5,2020-11-03
Vale of Glamorgan,Newport,1.6121809323095124e-5,2020-11-03
Vale of Glamorgan,Merthyr Tydfil,1.0048951168529201e-5,2020-11-03
Vale of Glamorgan,Neath Port Talbot,9.798103798884225e-6,2020-11-03
Vale of Glamorgan,Torfaen,7.262412110580498e-6,2020-11-03
Vale of Glamorgan,Monmouthshire,5.83338186566887e-6,2020-11-03
Vale of Glamorgan,Blaenau Gwent,5.43602342330203e-6,2020-11-03
Wakefield,Leeds,3.3604209482633373e-5,2020-11-03
Wakefield,Kirklees,2.8842427320390193e-5,2020-11-03
Wakefield,Barnsley,2.8070891670716413e-5,2020-11-03
Wakefield,Doncaster,1.3020669601790123e-5,2020-11-03
Wakefield,North Yorkshire,1.1075011275059941e-5,2020-11-03
Wakefield,Bradford,1.0310092736215304e-5,2020-11-03
Wakefield,Calderdale,7.573617493520132e-6,2020-11-03
Wakefield,York,6.291175208927673e-6,2020-11-03
Wakefield,East Riding of Yorkshire,6.0256742309460465e-6,2020-11-03
Wakefield,Rotherham,5.558633380626773e-6,2020-11-03
Walsall,Wolverhampton,8.262902108848507e-5,2020-11-03
Walsall,Sandwell,6.0814669536208015e-5,2020-11-03
Walsall,Birmingham,2.6772549608021773e-5,2020-11-03
Walsall,Staffordshire,2.3964769144942455e-5,2020-11-03
Walsall,Dudley,2.2557579329516157e-5,2020-11-03
Walsall,Solihull,8.916661168018937e-6,2020-11-03
Walsall,Telford and Wrekin,7.090471226668307e-6,2020-11-03
Walsall,Worcestershire,4.216246320111047e-6,2020-11-03
Walsall,Coventry,4.167942442062919e-6,2020-11-03
Walsall,Shropshire,3.431213060312401e-6,2020-11-03
Warrington,Halton,7.403226012501896e-5,2020-11-03
Warrington,Saint Helens,7.085434532228368e-5,2020-11-03
Warrington,Wigan,2.6625937439616883e-5,2020-11-03
Warrington,Knowsley,2.2827148367465158e-5,2020-11-03
Warrington,Trafford,1.768212045023072e-5,2020-11-03
Warrington,Salford,1.6754363643447673e-5,2020-11-03
Warrington,Cheshire West and Chester,1.5478036609786498e-5,2020-11-03
Warrington,Manchester,1.0965978665623165e-5,2020-11-03
Warrington,Sefton,8.561288806303256e-6,2020-11-03
Warrington,Bury,7.659799346468058e-6,2020-11-03
Warwickshire,Coventry,8.000901106608297e-5,2020-11-03
Warwickshire,Solihull,1.965436657813544e-5,2020-11-03
Warwickshire,Leicestershire,1.2370545906717599e-5,2020-11-03
Warwickshire,Birmingham,1.0607315649673505e-5,2020-11-03
Warwickshire,Worcestershire,8.13025799272926e-6,2020-11-03
Warwickshire,Northamptonshire,7.950235911225617e-6,2020-11-03
Warwickshire,Leicester,7.495792371626632e-6,2020-11-03
Warwickshire,Staffordshire,6.599387136685521e-6,2020-11-03
Warwickshire,Oxfordshire,4.639325998247205e-6,2020-11-03
Warwickshire,Sandwell,4.536143814148729e-6,2020-11-03
West Berkshire,Reading,1.989165300688182e-4,2020-11-03
West Berkshire,Wokingham,5.884131894985141e-5,2020-11-03
West Berkshire,Bracknell Forest,1.655609885491254e-5,2020-11-03
West Berkshire,Swindon,1.5627588595619016e-5,2020-11-03
West Berkshire,Hampshire,1.3277519103585644e-5,2020-11-03
West Berkshire,Windsor and Maidenhead,1.1121361935271254e-5,2020-11-03
West Berkshire,Slough,1.041473212875207e-5,2020-11-03
West Berkshire,Oxfordshire,1.0102860000307817e-5,2020-11-03
West Berkshire,Southampton,6.721835371882645e-6,2020-11-03
West Berkshire,Wiltshire,5.300384260729198e-6,2020-11-03
West Dunbartonshire,Glasgow,6.87948444073367e-5,2020-11-03
West Dunbartonshire,Argyll and Bute,5.894760610666456e-5,2020-11-03
West Dunbartonshire,East Dunbartonshire,4.96742333591091e-5,2020-11-03
West Dunbartonshire,Renfrewshire,4.9198795620958966e-5,2020-11-03
West Dunbartonshire,Inverclyde,2.3845144322081222e-5,2020-11-03
West Dunbartonshire,East Renfrewshire,1.8544718479279764e-5,2020-11-03
West Dunbartonshire,South Lanarkshire,1.3390375103402599e-5,2020-11-03
West Dunbartonshire,North Ayrshire,1.1031085127301028e-5,2020-11-03
West Dunbartonshire,North Lanarkshire,1.077348595674887e-5,2020-11-03
West Dunbartonshire,East Ayrshire,1.0554408578059956e-5,2020-11-03
West Lothian,Edinburgh,4.764594342701497e-5,2020-11-03
West Lothian,Falkirk,3.2752227553673916e-5,2020-11-03
West Lothian,Midlothian,2.5753448310899894e-5,2020-11-03
West Lothian,East Lothian,1.4989167692776396e-5,2020-11-03
West Lothian,North Lanarkshire,1.4675958498853502e-5,2020-11-03
West Lothian,Fife,1.1906222100663523e-5,2020-11-03
West Lothian,South Lanarkshire,9.801322052336335e-6,2020-11-03
West Lothian,Stirling,9.690319489718309e-6,2020-11-03
West Lothian,Clackmannanshire,6.938843969106604e-6,2020-11-03
West Lothian,Glasgow,6.398574071253857e-6,2020-11-03
West Sussex,Brighton and Hove,7.586679635516689e-5,2020-11-03
West Sussex,Portsmouth,1.8697126742808693e-5,2020-11-03
West Sussex,Surrey,1.3332542839618449e-5,2020-11-03
West Sussex,East Sussex,1.2159409516789576e-5,2020-11-03
West Sussex,Hampshire,5.233969055528366e-6,2020-11-03
West Sussex,Southampton,3.9092423484739205e-6,2020-11-03
West Sussex,Bournemouth,2.0523773196330153e-6,2020-11-03
West Sussex,Isle of Wight,1.996720313422756e-6,2020-11-03
West Sussex,Medway,1.9274531895435327e-6,2020-11-03
West Sussex,Greater London,1.9196115816885795e-6,2020-11-03
Wigan,Bolton,4.630181853498967e-5,2020-11-03
Wigan,Saint Helens,3.862621986952384e-5,2020-11-03
Wigan,Salford,3.148403984289961e-5,2020-11-03
Wigan,Warrington,2.6625937439616883e-5,2020-11-03
Wigan,Manchester,1.4659668060893775e-5,2020-11-03
Wigan,Trafford,1.2558494956671893e-5,2020-11-03
Wigan,Bury,1.103918459584646e-5,2020-11-03
Wigan,Lancashire,9.37894701717596e-6,2020-11-03
Wigan,Knowsley,8.446420164279715e-6,2020-11-03
Wigan,Halton,7.937654338340554e-6,2020-11-03
Wiltshire,Swindon,4.984523501321655e-5,2020-11-03
Wiltshire,Bath and North East Somerset,4.515396460025558e-5,2020-11-03
Wiltshire,Bristol,9.820864804666915e-6,2020-11-03
Wiltshire,Southampton,9.142059931363627e-6,2020-11-03
Wiltshire,South Gloucestershire,8.714711761930813e-6,2020-11-03
Wiltshire,Dorset,8.544951907520937e-6,2020-11-03
Wiltshire,Bournemouth,7.738584310442512e-6,2020-11-03
Wiltshire,Somerset,7.191470412874985e-6,2020-11-03
Wiltshire,Hampshire,5.952569047921849e-6,2020-11-03
Wiltshire,Poole,5.598991412500104e-6,2020-11-03
Windsor and Maidenhead,Slough,2.0068767800680644e-4,2020-11-03
Windsor and Maidenhead,Bracknell Forest,5.93570611153136e-5,2020-11-03
Windsor and Maidenhead,Reading,4.0414479049355905e-5,2020-11-03
Windsor and Maidenhead,Wokingham,3.993013076349131e-5,2020-11-03
Windsor and Maidenhead,Buckinghamshire,3.833038291406285e-5,2020-11-03
Windsor and Maidenhead,West Berkshire,1.1121361935271254e-5,2020-11-03
Windsor and Maidenhead,Surrey,1.1039063456377467e-5,2020-11-03
Windsor and Maidenhead,Oxfordshire,6.15305510470001e-6,2020-11-03
Windsor and Maidenhead,Greater London,4.6768654010780535e-6,2020-11-03
Windsor and Maidenhead,Monmouthshire,3.5674767622058073e-6,2020-11-03
Wirral,Cheshire West and Chester,3.546246592127173e-5,2020-11-03
Wirral,Knowsley,2.2992818498021916e-5,2020-11-03
Wirral,Sefton,1.9431939179288356e-5,2020-11-03
Wirral,Flintshire,1.4925780483127826e-5,2020-11-03
Wirral,Halton,7.926591508383278e-6,2020-11-03
Wirral,Saint Helens,6.759842403570484e-6,2020-11-03
Wirral,Warrington,5.159256944806967e-6,2020-11-03
Wirral,Wrexham,4.354622847081142e-6,2020-11-03
Wirral,Denbighshire,3.6213593618550806e-6,2020-11-03
Wirral,Salford,2.392635146041934e-6,2020-11-03
Wokingham,Reading,3.157950318418031e-4,2020-11-03
Wokingham,Bracknell Forest,1.035013237742816e-4,2020-11-03
Wokingham,West Berkshire,5.884131894985141e-5,2020-11-03
Wokingham,Windsor and Maidenhead,3.993013076349131e-5,2020-11-03
Wokingham,Slough,2.1203244771266058e-5,2020-11-03
Wokingham,Hampshire,8.05049013046618e-6,2020-11-03
Wokingham,Oxfordshire,7.43065289888832e-6,2020-11-03
Wokingham,Buckinghamshire,7.139324225787652e-6,2020-11-03
Wokingham,Surrey,6.802848821957787e-6,2020-11-03
Wokingham,Swindon,4.283806187113147e-6,2020-11-03
Wolverhampton,Walsall,8.262902108848507e-5,2020-11-03
Wolverhampton,Dudley,5.301759704620705e-5,2020-11-03
Wolverhampton,Sandwell,4.557866846021108e-5,2020-11-03
Wolverhampton,Staffordshire,2.701712772254898e-5,2020-11-03
Wolverhampton,Telford and Wrekin,2.347684571002143e-5,2020-11-03
Wolverhampton,Birmingham,1.6646857596382427e-5,2020-11-03
Wolverhampton,Shropshire,1.0965624406119894e-5,2020-11-03
Wolverhampton,Solihull,7.042989275260893e-6,2020-11-03
Wolverhampton,Worcestershire,4.364729893324771e-6,2020-11-03
Wolverhampton,Coventry,3.8153757056109015e-6,2020-11-03
Worcestershire,Dudley,1.8819934170197192e-5,2020-11-03
Worcestershire,Birmingham,1.6370476213077663e-5,2020-11-03
Worcestershire,Herefordshire,1.4173623483295404e-5,2020-11-03
Worcestershire,Sandwell,1.0304534472764307e-5,2020-11-03
Worcestershire,Solihull,1.0114609034990885e-5,2020-11-03
Worcestershire,Gloucestershire,8.311023530665979e-6,2020-11-03
Worcestershire,Warwickshire,8.13025799272926e-6,2020-11-03
Worcestershire,Shropshire,5.1222932409942965e-6,2020-11-03
Worcestershire,Wolverhampton,4.364729893324771e-6,2020-11-03
Worcestershire,Walsall,4.216246320111047e-6,2020-11-03
Wrexham,Flintshire,6.00303286997686e-5,2020-11-03
Wrexham,Denbighshire,3.994489501840212e-5,2020-11-03
Wrexham,Shropshire,2.4919548790368404e-5,2020-11-03
Wrexham,Cheshire West and Chester,1.826277268241932e-5,2020-11-03
Wrexham,Wirral,4.354622847081142e-6,2020-11-03
Wrexham,Gwynedd,4.353303018616437e-6,2020-11-03
Wrexham,Conwy,4.0728504931071855e-6,2020-11-03
Wrexham,Powys,3.4758650002643252e-6,2020-11-03
Wrexham,Anglesey,2.8275667971050892e-6,2020-11-03
Wrexham,Halton,2.7010055024401123e-6,2020-11-03
York,North Yorkshire,4.982132430884697e-5,2020-11-03
York,East Riding of Yorkshire,2.58881424112717e-5,2020-11-03
York,Leeds,1.4382403812922468e-5,2020-11-03
York,Kingston upon Hull,7.736382153402536e-6,2020-11-03
York,Wakefield,6.291175208927673e-6,2020-11-03
York,Doncaster,5.564340042273968e-6,2020-11-03
York,Stockton-on-Tees,5.2161017235275714e-6,2020-11-03
York,Bradford,5.161419609795493e-6,2020-11-03
York,Kirklees,4.836837766707824e-6,2020-11-03
York,Darlington,4.791451350475228e-6,2020-11-03
